Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO","Female 0 - 4","Female 5 - 11","Female 12 - 17","Female 18 - 59","Female 60+","Female Other","Female Total","Male 0 - 4","Male 5 - 11","Male 12 - 17","Male 18 - 59","Male 60+","Male Other","Male Total",Total
2016,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700
2016,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464
2016,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2016,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,0,5,0,5,0,0,10,0,0,0,0,0,0,0,10
2016,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,0,5,0,11,0,0,16,0,5,0,13,0,0,18,34
2016,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2016,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34624
2017,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,5,0,5,0,0,10,0,7,0,0,0,0,7,147
2017,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2017,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,7,7,5,49,0,0,68,5,6,0,99,0,0,110,56804
2017,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
2017,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2017,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
2017,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30815
2017,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404
2017,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86065
2017,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,5,0,9,5,7,0,26,11,0,7,12,5,0,35,69264
2017,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,0,0,0,0,0,1512,1512,0,0,0,0,0,2264,2264,3776
2017,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678
2017,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2017,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,9,0,10,0,0,19,0,5,5,21,0,0,31,50
2017,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,38,39,39,271,5,0,392,38,50,23,358,6,0,475,41867
2017,Estonia,"Venezuela (Bolivarian Republic of)",EST,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,0,0,0,0,0,5,5,0,0,0,0,0,6,6,16
2017,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,0,0,0,0,0,69,69,0,0,0,0,0,54,54,312
2017,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2017,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,14,19,0,85,6,0,124,14,12,6,131,0,0,163,287
2017,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2017,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,0,0,0,0,0,13,13,0,0,0,0,0,5,5,18
2017,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2017,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,0,0,0,23,0,0,23,5,0,0,25,0,0,30,53
2017,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092
2017,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2017,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368
2017,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2017,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,0,0,0,0,0,21,21,0,0,0,0,0,25,25,46
2017,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2017,"New Zealand","Venezuela (Bolivarian Republic of)",NZL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,251,186,131,1128,20,0,1716,245,211,143,1382,23,0,2004,52620
2017,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,0,0,0,5,0,0,5,0,0,0,13,0,0,13,18
2017,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,588,688,363,11033,130,0,12802,636,692,366,18533,91,0,20318,67535
2017,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12509
2017,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2017,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,0,5,0,8,0,0,13,0,0,0,11,0,0,11,24
2017,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,23,23,21,408,0,0,475,26,16,19,612,7,0,680,1155
2017,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,0,0,5,12,5,0,22,0,0,0,16,0,0,16,6195
2017,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64213
2018,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,13,15,9,143,9,0,189,7,18,10,174,0,0,209,16000
2018,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2018,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,49,52,30,294,9,0,434,69,55,25,433,10,0,592,128183
2018,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2018,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2018,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391
2018,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120807
2018,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,6,23,15,133,7,0,184,9,23,16,136,10,0,194,3550
2018,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288233
2018,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,123,193,107,872,23,609207,610525,166,147,109,985,24,562345,563776,1174375
2018,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5709
2018,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
2018,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2018,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2018,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,5,6,0,19,0,0,30,5,5,0,32,0,0,42,26500
2018,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,279,305,160,2172,55,0,2971,287,337,166,2503,38,0,3331,262572
2018,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,0,0,0,0,0,8,8,0,0,0,0,0,0,0,13
2018,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,0,0,0,0,0,169,169,0,0,0,0,0,135,135,707
2018,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2018,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,23,24,24,194,28,0,293,26,33,19,275,5,0,358,651
2018,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2018,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2018,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36400
2018,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2018,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2018,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,0,0,0,36,0,0,36,0,0,5,42,5,0,52,88
2018,Israel,"Venezuela (Bolivarian Republic of)",ISR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667
2018,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2018,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2018,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,120,218,131,1952,94,0,2515,148,218,163,2407,72,0,3008,52348
2018,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2018,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
2018,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2018,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99514
2018,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916
2018,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,3513,4154,2410,79402,1083,0,90562,3772,4361,2702,125190,738,0,136763,656274
2018,"Russian Federation","Venezuela (Bolivarian Republic of)",RUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31692
2018,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2018,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
2018,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,0,11,0,12,0,0,23,0,0,5,17,0,0,22,45
2018,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39999
2018,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,0,0,10,19,5,0,34,0,0,5,29,0,0,34,11673
2018,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93059
2019,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
2019,Anguilla,"Venezuela (Bolivarian Republic of)",AIA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2019,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2019,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,149,160,89,966,60,0,1424,193,177,76,1112,35,0,1593,176369
2019,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346
2019,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,0,0,0,0,0,14,14,0,0,0,0,0,15,15,60
2019,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2019,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595
2019,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5707
2019,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248105
2019,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4455
2019,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52
2019,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,175,209,78,3294,145,0,3901,186,213,94,2743,100,0,3336,455494
2019,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,35,88,73,1094,28,853451,854769,50,101,44,1039,35,924448,925717,1780486
2019,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28214
2019,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500
2019,Cyprus,"Venezuela (Bolivarian Republic of)",CYP,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2019,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2019,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2019,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,1118,1118,2005,13059,806,0,18106,1261,1262,1538,10895,1000,0,15956,34062
2019,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388861
2019,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,0,0,0,0,0,6,6,0,0,0,0,0,7,7,20
2019,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,0,0,0,0,0,303,303,0,0,0,0,0,248,248,1227
2019,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,0,0,0,0,0,23,23,0,0,0,0,0,19,19,93
2019,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,38,62,41,388,52,0,581,35,65,41,503,18,0,662,1243
2019,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,0,0,0,0,0,23,23,0,0,0,0,0,11,11,40
2019,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2019,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
2019,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2019,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
2019,India,"Venezuela (Bolivarian Republic of)",IND,VEN,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
2019,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,0,5,0,46,10,0,61,6,0,5,78,0,0,89,150
2019,Israel,"Venezuela (Bolivarian Republic of)",ISR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2019,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568
2019,Jamaica,"Venezuela (Bolivarian Republic of)",JAM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
2019,Jordan,"Venezuela (Bolivarian Republic of)",JOR,VEN,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2019,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2019,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2019,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,167,331,215,3184,181,0,4078,201,329,258,3624,124,0,4536,70377
2019,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2019,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,0,0,0,0,0,118,118,0,0,0,0,0,89,89,220
2019,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2019,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119553
2019,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346
2019,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861665
2019,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2019,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,0,0,0,0,36,36,0,0,0,0,0,31,31,67
2019,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,0,0,0,0,0,18015,18015,0,0,0,0,0,15945,15945,69203
2019,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
2019,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,0,0,0,0,0,116,116,0,0,0,0,0,104,104,233
2019,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,0,0,5,25,0,0,30,0,0,0,29,0,0,29,64
2019,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
2019,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,37,39,15,142,14,0,247,48,51,15,180,5,0,299,14908
2019,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120695
2019,"Saint Vincent and the Grenadines","Venezuela (Bolivarian Republic of)",VCT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2019,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,0,45890,57362,169219,14341,0,286812,0,33231,41538,122538,10384,0,207691,494503
2020,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
2020,Anguilla,"Venezuela (Bolivarian Republic of)",AIA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2020,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2020,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,168,230,121,1373,95,0,1987,207,268,113,1495,60,0,2143,175797
2020,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
2020,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,0,0,0,0,0,17,17,0,0,0,0,0,17,17,95
2020,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,0,0,0,0,0,465,465,0,0,0,0,0,439,439,904
2020,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,25,38,11,119,0,0,193,29,30,17,125,5,0,206,9956
2020,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301363
2020,Bulgaria,"Venezuela (Bolivarian Republic of)",BGR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2020,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,23,75,39,482,76,168,863,23,79,29,398,109,44,682,4524
2020,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2020,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,1563,1615,1011,15737,1368,0,21294,1536,1752,781,10508,1039,0,15616,457324
2020,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,66360,75198,64526,630292,26282,0,862658,65285,74602,64054,662773,20523,0,887237,1749895
2020,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29089
2020,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
2020,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,0,0,0,0,5,5,0,0,0,0,0,8,8,18
2020,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,0,0,0,0,0,5,5,0,0,0,0,0,6,6,16
2020,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,9124,10131,8129,37964,1848,70,67266,3231,9701,6469,24432,3153,73,47059,114325
2020,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,505,962,596,4722,142,204666,211593,537,1013,520,4947,109,197116,204242,415835
2020,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16
2020,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,0,0,0,0,0,232,232,0,0,0,0,0,516,516,1526
2020,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,0,0,0,0,0,13,13,0,0,0,0,0,28,28,102
2020,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,42,67,55,459,60,0,683,46,79,49,622,26,0,822,1505
2020,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,0,0,0,0,0,13,13,0,0,0,0,0,7,7,33
2020,Grenada,"Venezuela (Bolivarian Republic of)",GRD,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
2020,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
2020,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23307
2020,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2020,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,0,0,0,0,0,5,5,0,0,0,0,0,5,5,304
2020,India,"Venezuela (Bolivarian Republic of)",IND,VEN,0,0,0,11,0,0,11,0,0,0,0,0,0,0,11
2020,Indonesia,"Venezuela (Bolivarian Republic of)",IDN,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,0,7,0,65,14,0,86,9,0,0,86,10,0,105,191
2020,Israel,"Venezuela (Bolivarian Republic of)",ISR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899
2020,Jamaica,"Venezuela (Bolivarian Republic of)",JAM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2020,Jordan,"Venezuela (Bolivarian Republic of)",JOR,VEN,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2020,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2020,Lebanon,"Venezuela (Bolivarian Republic of)",LBN,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2020,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,0,0,0,0,0,35,35,0,0,0,0,0,44,44,79
2020,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,129,287,155,2700,172,0,3443,152,283,217,3155,112,0,3919,102223
2020,Montenegro,"Venezuela (Bolivarian Republic of)",MNE,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2020,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2020,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,0,0,0,0,0,104,104,0,0,0,0,0,93,93,227
2020,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2020,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121598
2020,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,50,86,65,606,33,0,840,58,103,59,910,21,0,1151,4925
2020,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049970
2020,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2020,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,0,0,0,0,24,24,0,0,0,0,0,52,52,76
2020,"El Salvador","Venezuela (Bolivarian Republic of)",SLV,VEN,0,0,5,0,0,0,5,0,0,0,11,0,0,11,16
2020,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,0,0,0,0,0,8579,8579,0,0,0,0,0,10486,10486,94705
2020,"Saint Kitts and Nevis","Venezuela (Bolivarian Republic of)",KNA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2020,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
2020,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,0,0,0,0,0,37,37,0,0,0,0,0,57,57,122
2020,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,0,0,0,11,10,0,21,0,0,0,27,0,0,27,62
