Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO","Female 0 - 4","Female 5 - 11","Female 12 - 17","Female 18 - 59","Female 60+","Female Other","Female Total","Male 0 - 4","Male 5 - 11","Male 12 - 17","Male 18 - 59","Male 60+","Male Other","Male Total",Total
2020,"Sint Maarten (Dutch part)","Venezuela (Bolivarian Republic of)",SXM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24168
2020,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,39,64,24,228,22,0,377,41,79,31,321,12,0,484,14924
2020,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146959
2020,"Saint Vincent and the Grenadines","Venezuela (Bolivarian Republic of)",VCT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2020,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,39179,57065,95084,405511,44397,0,641236,36915,52284,76599,265978,39505,0,471281,1112517
2021,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,0,0,8959,8959,0,0,0,0,0,8041,8041,17000
2021,Anguilla,"Venezuela (Bolivarian Republic of)",AIA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2021,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2021,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,143,364,190,1986,135,83134,85952,189,396,206,2191,87,81488,84557,170517
2021,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479
2021,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,0,0,0,0,0,16,16,0,0,0,0,0,16,16,115
2021,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2021,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,0,0,0,0,0,130,130,0,0,0,0,0,120,120,729
2021,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,0,0,0,0,0,5559,5559,0,0,0,0,0,6269,6269,12071
2021,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310661
2021,Bulgaria,"Venezuela (Bolivarian Republic of)",BGR,VEN,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5
2021,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,26,85,54,626,289,27,1107,23,98,52,531,151,26,881,4856
2021,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2021,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,95,283,146,1844,95,247635,250098,95,236,146,1749,47,252636,254909,505007
2021,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,63990,97091,87350,657696,29555,1225,936907,71532,107336,94989,639237,21385,1086,935565,1872472
2021,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30546
2021,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,0,0,9690,9690,0,0,0,0,0,7310,7310,17000
2021,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,0,0,0,0,0,0,0,0,7,0,0,0,7,15
2021,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116278
2021,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,106,321,199,1746,57,271824,274253,127,372,185,1893,47,232058,234682,508935
2021,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,0,0,0,0,0,6,6,0,0,0,0,0,0,0,13
2021,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657
2021,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2021,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,44,82,66,584,81,0,857,51,90,57,747,39,0,984,1841
2021,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,0,0,0,0,0,5,5,0,0,0,0,0,0,0,19
2021,Grenada,"Venezuela (Bolivarian Republic of)",GRD,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
2021,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,0,8,11,50,8,633,710,0,16,0,64,5,836,921,1631
2021,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25800
2021,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2021,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
2021,India,"Venezuela (Bolivarian Republic of)",IND,VEN,0,0,0,11,0,0,11,0,0,0,0,0,0,0,11
2021,Indonesia,"Venezuela (Bolivarian Republic of)",IDN,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2021,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,0,7,5,67,12,0,91,5,5,0,95,5,0,110,201
2021,Israel,"Venezuela (Bolivarian Republic of)",ISR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,0,0,0,0,0,231,231,0,0,0,0,0,160,160,3297
2021,Jamaica,"Venezuela (Bolivarian Republic of)",JAM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2021,Jordan,"Venezuela (Bolivarian Republic of)",JOR,VEN,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2021,Kyrgyzstan,"Venezuela (Bolivarian Republic of)",KGZ,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2021,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2021,Lebanon,"Venezuela (Bolivarian Republic of)",LBN,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2021,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
2021,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,347,1110,657,9953,880,0,12947,393,1058,774,10143,482,0,12850,88976
2021,Montenegro,"Venezuela (Bolivarian Republic of)",MNE,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2021,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2021,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,0,0,0,0,0,33,33,0,0,0,0,0,34,34,174
2021,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,0,0,0,0,0,10,10,0,0,0,0,0,12,12,41
2021,"New Zealand","Venezuela (Bolivarian Republic of)",NZL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,0,0,0,0,0,63232,63232,0,0,0,0,0,64768,64768,130514
2021,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,84,186,129,1203,92,862,2556,89,209,127,1676,57,1048,3206,5762
2021,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,5223,15257,7682,200550,5340,0,234052,5510,15739,8228,268810,3581,0,301868,1327362
2021,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2021,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2021,"El Salvador","Venezuela (Bolivarian Republic of)",SLV,VEN,0,0,5,5,0,0,10,0,0,0,15,0,0,15,25
2021,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107697
2021,"Saint Kitts and Nevis","Venezuela (Bolivarian Republic of)",KNA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2021,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,6,11,7,229,0,0,253,8,17,11,54,0,0,90,343
2021,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,0,0,0,0,0,20,20,0,0,0,0,0,21,21,82
2021,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,0,0,0,20,10,0,30,0,6,0,38,0,0,44,98
2021,"Sint Maarten (Dutch part)","Venezuela (Bolivarian Republic of)",SXM,VEN,5,0,0,12,0,0,17,0,5,0,19,0,0,24,41
2021,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,0,0,0,0,0,4538,4538,0,0,0,0,0,3865,3865,29946
2021,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,63,164,80,758,46,7885,8996,71,161,86,1028,21,7110,8477,17473
2021,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265480
2021,"Saint Vincent and the Grenadines","Venezuela (Bolivarian Republic of)",VCT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,35606,56589,92107,576064,53045,0,813411,34214,53518,78698,365551,44588,0,576569,1389980
2022,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,0,0,9000,9000,0,0,0,0,0,8000,8000,17000
2022,Anguilla,"Venezuela (Bolivarian Republic of)",AIA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2022,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2022,"Antigua and Barbuda","Venezuela (Bolivarian Republic of)",ATG,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2022,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,81,395,222,68996,157,14049,83900,93,468,207,69885,99,16390,87142,171050
2022,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
2022,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,0,0,0,0,0,37,37,0,0,0,0,0,20,20,161
2022,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,0,0,0,0,0,422,422,0,0,0,0,0,436,436,858
2022,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13774
2022,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414502
2022,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,12,106,83,750,359,0,1310,16,100,102,792,188,0,1198,3601
2022,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
2022,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,155,438,207,2970,189,228168,232127,116,411,224,2775,93,208677,212296,444423
2022,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,124208,126024,125218,867904,43490,2540,1289384,125144,126870,126018,778879,28740,2553,1188204,2477588
2022,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30107
2022,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,0,0,8000,8000,0,0,0,0,0,6000,6000,14000
2022,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2022,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12
2022,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115283
2022,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,109,517,351,2309,87,267020,270393,110,533,385,2444,65,228284,231821,502214
2022,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,0,0,0,0,0,12,12,0,0,0,0,0,5,5,22
2022,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,0,0,0,0,0,893,893,0,0,0,0,0,788,788,2192
2022,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2022,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,77,151,111,1030,146,0,1515,74,170,116,1229,69,0,1658,3173
2022,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2022,Grenada,"Venezuela (Bolivarian Republic of)",GRD,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
2022,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,166,178,1112,3636,10,0,5102,213,238,1467,4810,5,0,6733,11835
2022,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19642
2022,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,0,0,0,14,0,0,14,0,0,5,19,0,0,24,55097
2022,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768
2022,India,"Venezuela (Bolivarian Republic of)",IND,VEN,0,0,0,11,0,0,11,0,0,0,0,0,0,0,11
2022,Indonesia,"Venezuela (Bolivarian Republic of)",IDN,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,0,5,5,71,18,0,99,5,0,5,96,5,0,111,210
2022,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,0,0,0,0,0,605,605,0,0,0,0,0,479,479,4510
2022,Jamaica,"Venezuela (Bolivarian Republic of)",JAM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2022,Jordan,"Venezuela (Bolivarian Republic of)",JOR,VEN,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2022,Kyrgyzstan,"Venezuela (Bolivarian Republic of)",KGZ,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2022,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,0,0,0,0,0,82,82,0,0,0,0,0,98,98,188
2022,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,507,1590,988,13263,1006,0,17354,551,1583,1204,17085,555,0,20978,205631
2022,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,0,0,0,0,0,23,23,0,0,0,0,0,20,20,67
2022,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,0,0,0,0,0,92,92,0,0,0,0,0,108,108,389
2022,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,0,0,0,0,0,48,48,0,0,0,0,0,43,43,119
2022,"New Zealand","Venezuela (Bolivarian Republic of)",NZL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147627
2022,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,71,231,170,1505,132,0,2109,79,261,184,2039,88,0,2651,5769
2022,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506368
2022,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2022,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,0,0,0,0,13,13,0,0,0,0,0,14,14,32
2022,"El Salvador","Venezuela (Bolivarian Republic of)",SLV,VEN,0,0,5,0,0,0,5,0,0,0,13,0,0,13,18
2022,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,0,0,0,0,0,74856,74856,0,0,0,0,0,64588,64588,139444
2022,"Saint Kitts and Nevis","Venezuela (Bolivarian Republic of)",KNA,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2022,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443
2022,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,0,0,0,0,0,30,30,0,0,0,0,0,29,29,100
2022,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,0,11,0,28,5,0,44,0,6,0,47,6,0,59,138
2022,"Sint Maarten (Dutch part)","Venezuela (Bolivarian Republic of)",SXM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2022,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,360,1249,779,8232,192,0,10812,346,1323,784,7631,240,0,10324,35314
2022,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,60,245,128,1092,75,13732,15332,66,233,121,1411,40,9291,11162,26494
2022,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,1046,3759,2615,24122,1762,1427,34731,1070,3796,2833,24505,1160,1680,35044,393969
2022,"Saint Vincent and the Grenadines","Venezuela (Bolivarian Republic of)",VCT,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,89228,134666,245677,1168470,110115,0,1748156,86900,128506,211717,930269,101029,0,1458421,3206577
2023,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,0,0,9053,9053,0,0,0,0,0,8032,8032,17085
2023,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2023,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,11,157,111,713,60,85406,86458,16,187,94,798,44,76633,77772,217742
2023,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660
2023,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,9,16,7,27,0,39,98,9,17,8,38,0,43,115,213
2023,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2023,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,0,0,0,0,0,581,581,0,0,0,0,0,570,570,1151
2023,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,0,0,0,0,0,7675,7675,0,0,0,0,0,8428,8428,16350
2023,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,2958,8755,6564,38714,2046,0,59037,2904,9084,6909,48448,1687,0,69032,510499
2023,Bulgaria,"Venezuela (Bolivarian Republic of)",BGR,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2023,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4932
2023,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
2023,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,85,459,305,3255,210,219957,224271,84,501,293,3401,102,215771,220152,444423
2023,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,58917,0,330618,1023603,63491,284,1476913,60026,0,329189,932783,41041,261,1363300,2875743
2023,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,23,339,287,2951,412,9411,13423,34,370,300,3796,262,9037,13799,31974
2023,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,0,0,7980,7980,0,0,0,0,0,6020,6020,14000
2023,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2023,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2023,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,76,111,97,839,96,0,1219,62,94,108,493,43,0,800,124141
